marker_value,marker_type,Colère,Dégoût,Joie,Peur,Surprise,Tristesse,Admiration,Culpabilité,Embarras,Fierté,Jalousie,total_count,P(Colère),P(Dégoût),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilité),P(Embarras),P(Fierté),P(Jalousie),entropy,normalized_entropy
avaient,word,12.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,29.0,0.41379310344827586,0.0,0.0,0.2413793103448276,0.0,0.3103448275862069,0.0,0.0,0.0,0.034482758620689655,0.0,1.7131410131952305,0.4952088094373297
te,word,26.0,3.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,40.0,0.65,0.075,0.05,0.025,0.025,0.15,0.0,0.0,0.0,0.025,0.0,1.7100257154333924,0.4943082864308755
assez,lemma,26.0,0.0,1.0,1.0,3.0,6.0,1.0,0.0,0.0,2.0,0.0,40.0,0.65,0.0,0.025,0.025,0.075,0.15,0.025,0.0,0.0,0.05,0.0,1.710025715433392,0.4943082864308754
assez,word,26.0,0.0,1.0,1.0,3.0,6.0,1.0,0.0,0.0,2.0,0.0,40.0,0.65,0.0,0.025,0.025,0.075,0.15,0.025,0.0,0.0,0.05,0.0,1.710025715433392,0.4943082864308754
mettre,word,8.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.5,0.0,0.1875,0.25,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.7028195311147831,0.49222523201240204
moment,lemma,2.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.15384615384615385,0.0,0.6153846153846154,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.7004397181410922,0.49153731178849297
subir,lemma,4.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,18.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.5,0.0,0.0,0.05555555555555555,0.0,0.0,1.6960736118322672,0.4902752240266471
alors,lemma,12.0,0.0,1.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,0.46153846153846156,0.0,0.038461538461538464,0.038461538461538464,0.38461538461538464,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.6912539120823422,0.48888201835553063
alors,word,12.0,0.0,1.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,0.46153846153846156,0.0,0.038461538461538464,0.038461538461538464,0.38461538461538464,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.6912539120823422,0.48888201835553063
attendre,lemma,1.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.1,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,1.6854752972273344,0.4872116240561098
te,lemma,27.0,3.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,41.0,0.6585365853658537,0.07317073170731707,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.14634146341463414,0.0,0.0,0.0,0.024390243902439025,0.0,1.6832440762057899,0.48656665653904024
etats-unis,word,6.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.375,0.0,0.0,0.4375,0.0625,0.125,0.0,0.0,0.0,0.0,0.0,1.6774212838293647,0.48488349207206377
parfois,word,5.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.45454545454545453,0.0,0.0,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,1.676737030052133,0.4846856983727909
sale,lemma,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,0.36363636363636365,0.45454545454545453,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,1.676737030052133,0.4846856983727909
sale,word,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,0.36363636363636365,0.45454545454545453,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,1.676737030052133,0.4846856983727909
parfois,lemma,5.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.45454545454545453,0.0,0.0,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,1.676737030052133,0.4846856983727909
rendu,word,0.0,0.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.36363636363636365,0.45454545454545453,0.0,0.0,0.0,0.0,1.6767370300521325,0.4846856983727908
amour,lemma,0.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.09090909090909091,0.6363636363636364,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,1.6729330318733675,0.48358609629993254
autant,word,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.6644977792004614,0.4811477614510914
membre,lemma,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.6644977792004614,0.4811477614510914
disparu,word,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.14285714285714285,0.0,0.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.6644977792004614,0.4811477614510914
belle,word,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.6644977792004614,0.4811477614510914
demander,word,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,1.6644977792004614,0.4811477614510914
permettre,lemma,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,1.6644977792004614,0.4811477614510914
autant,lemma,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.6644977792004614,0.4811477614510914
connaître,lemma,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,1.664497779200461,0.4811477614510913
soupire,lemma,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,1.664497779200461,0.4811477614510913
soupire,word,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,1.664497779200461,0.4811477614510913
gêner,lemma,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,1.664497779200461,0.4811477614510913
choquer,lemma,15.0,0.0,0.0,7.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,0.3,0.0,0.0,0.14,0.5,0.06,0.0,0.0,0.0,0.0,0.0,1.661733477073473,0.4803486989368634
main,lemma,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.1111111111111111,0.0,0.5555555555555556,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,1.6577427265048887,0.47919511331687753
quelqu,word,2.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.2222222222222222,0.0,0.0,0.5555555555555556,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,1.6577427265048887,0.47919511331687753
jeunes,word,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.5555555555555556,0.0,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.6577427265048887,0.47919511331687753
subissent,word,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.5555555555555556,0.0,0.0,0.1111111111111111,0.0,0.0,1.6577427265048887,0.47919511331687753
général,lemma,5.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.5555555555555556,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,1.6577427265048887,0.47919511331687753
qu'on,word,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,9.0,0.5555555555555556,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,1.6577427265048887,0.47919511331687753
problème,lemma,10.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,20.0,0.5,0.0,0.0,0.15,0.0,0.3,0.0,0.0,0.05,0.0,0.0,1.6477309221191607,0.4763010528209884
terre,lemma,6.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,0.35294117647058826,0.0,0.0,0.47058823529411764,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,1.6457113704075788,0.47571727145623993
tuer,lemma,14.0,0.0,0.0,24.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,54.0,0.25925925925925924,0.0,0.0,0.4444444444444444,0.018518518518518517,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,1.6447869862330613,0.4754500645053821
violentes,word,6.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.5,0.08333333333333333,0.0,0.3333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.6258145836939115,0.46996581026056966
ton,lemma,31.0,5.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,46.0,0.6739130434782609,0.10869565217391304,0.06521739130434782,0.0,0.021739130434782608,0.06521739130434782,0.0,0.0,0.0,0.06521739130434782,0.0,1.622379595123962,0.46897287588619324
président,lemma,27.0,0.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,39.0,0.6923076923076923,0.0,0.05128205128205128,0.02564102564102564,0.10256410256410256,0.07692307692307693,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,1.6152265762833478,0.46690518973738254
reçu,word,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.46153846153846156,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.38461538461538464,0.0,1.6143308351592656,0.46664626248492397
mauvais,word,7.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,12.0,0.5833333333333334,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,1.6140054628542204,0.46655220879607745
rue,word,7.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.5833333333333334,0.0,0.08333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.6140054628542202,0.46655220879607734
meilleur,lemma,3.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,24.0,0.125,0.0,0.375,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.4583333333333333,0.0,1.6125474873813834,0.4661307593692461
violence,word,3.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.21428571428571427,0.0,0.14285714285714285,0.5714285714285714,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.610577243331642,0.4655612311152037
harcèlemer,lemma,1.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,19.0,0.05263157894736842,0.0,0.0,0.3684210526315789,0.0,0.47368421052631576,0.0,0.0,0.10526315789473684,0.0,0.0,1.6068322783181097,0.46447869345400045
harcèlement,word,1.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,19.0,0.05263157894736842,0.0,0.0,0.3684210526315789,0.0,0.47368421052631576,0.0,0.0,0.10526315789473684,0.0,0.0,1.6068322783181097,0.46447869345400045
condition,lemma,13.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,0.5909090909090909,0.0,0.09090909090909091,0.13636363636363635,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,1.6021314441828578,0.4631198476511446
conditions,word,13.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,0.5909090909090909,0.0,0.09090909090909091,0.13636363636363635,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,1.6021314441828578,0.4631198476511446
violence,lemma,12.0,0.0,2.0,23.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,43.0,0.27906976744186046,0.0,0.046511627906976744,0.5348837209302325,0.0,0.13953488372093023,0.0,0.0,0.0,0.0,0.0,1.59902638255577,0.46222228355120415
véritables,word,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.584962500721156,0.4581569099913262
"""",punctuation,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.584962500721156,0.4581569099913262
potable,lemma,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
potable,word,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
campagne,lemma,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.584962500721156,0.4581569099913262
camarade,lemma,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.584962500721156,0.4581569099913262
capable,word,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
prestigieuse,word,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.584962500721156,0.4581569099913262
jolies,word,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.584962500721156,0.4581569099913262
joindre,lemma,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.584962500721156,0.4581569099913262
cris,word,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
crie,lemma,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
jugés,word,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
peuples,word,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.584962500721156,0.4581569099913262
adolescent,lemma,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
pleurent,word,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
plaint,word,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
aimerai,lemma,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.584962500721156,0.4581569099913262
interdits,word,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
intérieur,lemma,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
insiste,word,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
présenter,lemma,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.584962500721156,0.4581569099913262
buts,word,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.584962500721156,0.4581569099913262
brûlés,word,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
bée,lemma,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
bée,word,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
voie,lemma,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,1.584962500721156,0.4581569099913262
brésil,word,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
publics,word,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
capable,lemma,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
course,word,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.584962500721156,0.4581569099913262
course,lemma,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.584962500721156,0.4581569099913262
embarquer,lemma,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
voisins,word,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
pensé,word,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
permet,word,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,1.584962500721156,0.4581569099913262
pauvreté,word,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
pauvreté,lemma,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
ventre,lemma,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
quasiment,word,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
visibilité,lemma,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.584962500721156,0.4581569099913262
méchant,lemma,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
quasiment,lemma,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
qu'un,word,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
bruit,word,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
bruit,lemma,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
ravager,lemma,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
raconte,word,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
racont,lemma,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
impressionnante,word,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
bord,word,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
bord,lemma,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
