backend,lemma,n_surface_forms,surface_forms,total_count,dominant_surface,dominant_surface_share,dominant_emotion,dominant_emotion_share,emotion_entropy,n_forms_with_different_emotion
spacy,peur,1,peur,131,peur,1.0,Peur,0.9924,0.0647,0
spacy,manifestation,2,"manifestations, manifestation",70,manifestations,0.9,Colère,0.9714,0.1872,0
spacy,accuser,7,"accusé, accusent, accusés, accusée, accusait, accusant, accuser",67,accusé,0.3433,Colère,0.9565,0.2979,0
spacy,menacer,8,"menace, menacé, menacer, menacent, menacés, menaçait, menaçant, menacée",64,menace,0.3281,Peur,0.8806,0.5276,0
spacy,dangereu,1,dangereux,56,dangereux,1.0,Peur,1.0,-0.0,0
spacy,inquiet,3,"inquiète, inquiets, inquiet",55,inquiète,0.6364,Peur,0.9464,0.3014,0
spacy,critiquer,5,"critiqué, critiquée, critiquent, critiquer, critiqués",54,critiqué,0.3333,Colère,1.0,-0.0,0
spacy,colèr,1,colère,53,colère,1.0,Colère,1.0,-0.0,0
spacy,fuir,3,"fuir, fuient, fui",52,fuir,0.4231,Peur,0.9615,0.2352,0
spacy,drôle,2,"drôle, drôles",47,drôle,0.8936,Surprise,0.5532,1.3148,0
spacy,gros,2,"gros, grosse",44,gros,0.6364,Colère,0.4773,1.5492,1
spacy,choquer,4,"choqué, choqués, choquant, choquée",43,choqué,0.6977,Surprise,0.5,1.6617,1
spacy,surprise,1,surprise,41,surprise,1.0,Surprise,0.9268,0.4448,0
spacy,pleurer,4,"pleurer, pleuré, pleure, pleurant",40,pleurer,0.475,Tristesse,0.7111,1.1245,1
spacy,bon,2,"bon, bonne",39,bon,0.641,Joie,0.6512,1.7293,0
spacy,guerre,2,"guerre, guerres",37,guerre,0.9189,Peur,0.6486,1.273,1
spacy,victime,2,"victime, victimes",36,victime,0.5556,Tristesse,0.4167,1.8071,1
spacy,réclamer,5,"réclamer, réclament, réclamait, réclamaient, réclamé",36,réclamer,0.3889,Colère,1.0,-0.0,0
spacy,grave,2,"grave, graves",36,grave,0.8056,Peur,0.3611,1.8307,1
spacy,heureux,3,"heureux, heureuse, heureuses",35,heureux,0.7714,Joie,1.0,-0.0,0
spacy,rien,1,rien,34,rien,1.0,Colère,0.4706,2.1565,0
spacy,danger,1,danger,33,danger,1.0,Peur,1.0,-0.0,0
spacy,hommage,1,hommage,31,hommage,1.0,Tristesse,0.5152,0.9993,0
spacy,content,3,"contents, contente, content",30,contents,0.5333,Joie,1.0,-0.0,0
spacy,fête,1,fête,30,fête,1.0,Joie,1.0,-0.0,0
spacy,juste,1,juste,29,juste,1.0,Colère,0.5172,1.6894,0
spacy,remporter,4,"remporté, remporter, remporte, remportée",29,remporté,0.3793,Joie,0.6207,1.4542,0
spacy,triste,2,"triste, tristes",29,triste,0.7586,Tristesse,0.9655,0.2164,0
spacy,jamais,1,jamais,29,jamais,1.0,Tristesse,0.3448,2.5999,0
spacy,vie,1,vie,28,vie,1.0,Joie,0.3929,1.8064,0
spacy,gagner,3,"gagné, gagnera, gagnent",28,gagné,0.7143,Joie,0.5806,1.3054,1
spacy,mort,3,"mort, morts, mortes",28,mort,0.6071,Tristesse,0.4643,2.1017,1
spacy,tuer,3,"tué, tués, tuer",27,tué,0.4444,Peur,0.3667,1.7311,2
spacy,violence,2,"violences, violence",27,violences,0.5556,Peur,0.5556,1.3992,0
spacy,difficile,2,"difficile, difficiles",27,difficile,0.6296,Tristesse,0.5185,2.0265,1
spacy,protester,3,"protester, protesté, protestent",27,protester,0.6667,Colère,0.931,0.431,0
spacy,assez,1,assez,26,assez,1.0,Colère,0.7692,0.9294,0
spacy,plaisir,1,plaisir,26,plaisir,1.0,Joie,1.0,-0.0,0
spacy,grand,4,"grand, grande, grandes, grands",25,grand,0.4,Joie,0.36,2.5125,2
spacy,étonnant,2,"étonnant, étonnante",25,étonnant,0.6,Surprise,0.96,0.2423,0
spacy,voir,4,"voir, vu, voit, voient",25,voir,0.44,Colère,0.3793,2.7091,1
spacy,insulte,2,"insultes, insulte",24,insultes,0.6667,Embarras,0.7083,1.0434,1
spacy,grever,1,grève,24,grève,1.0,Colère,1.0,-0.0,0
spacy,protéger,1,protéger,24,protéger,1.0,Peur,0.9583,0.2499,0
spacy,fou,3,"fou, fous, folle",23,fou,0.6087,Colère,0.3043,2.4013,2
spacy,rir,1,rire,22,rire,1.0,Joie,0.9091,0.4395,0
spacy,tg,1,tg,22,tg,1.0,Colère,1.0,-0.0,0
spacy,attaquer,3,"attaqué, attaquer, attaquent",22,attaqué,0.5,Peur,0.5417,1.1964,1
spacy,amuser,4,"amuser, amuse, amusé, amusent",21,amuser,0.5714,Joie,1.0,-0.0,0
spacy,mauvais,3,"mauvaises, mauvais, mauvaise",21,mauvaises,0.381,Colère,0.4762,1.6909,1
spacy,accord,1,accord,21,accord,1.0,Colère,0.8571,0.7229,0
spacy,record,2,"record, records",21,record,0.7619,Fierté,0.2857,1.9814,1
spacy,insulter,4,"insulter, insulté, insultent, insulte",21,insulter,0.5238,Colère,0.4783,1.2145,1
spacy,impressionner,3,"impressionnant, impressionner, impressionné",20,impressionnant,0.55,Surprise,0.3913,1.946,2
spacy,déjà,1,déjà,20,déjà,1.0,Surprise,0.5,1.9232,0
spacy,découvrir,2,"découvert, découvre",20,découvert,0.7,Surprise,1.0,-0.0,0
spacy,prendre,3,"pris, prend, prendre",20,pris,0.35,Peur,0.4091,2.0876,2
spacy,accus,1,accuse,19,accuse,1.0,Colère,0.9474,0.2975,0
spacy,craignent,1,craignent,19,craignent,1.0,Peur,1.0,-0.0,0
spacy,prix,1,prix,19,prix,1.0,Fierté,0.3158,2.0043,0
spacy,coup,2,"coups, coup",19,coups,0.5789,Colère,0.2632,2.3546,2
spacy,exploit,2,"exploit, exploits",19,exploit,0.7368,Admiration,0.5789,1.6393,0
spacy,inquiéter,2,"inquiètent, inquiétant",19,inquiètent,0.6842,Peur,1.0,-0.0,0
spacy,manifester,3,"manifester, manifestaient, manifesté",19,manifester,0.7895,Colère,1.0,-0.0,0
spacy,heureusement,1,heureusement,18,heureusement,1.0,Joie,1.0,-0.0,0
spacy,bloquer,4,"bloqué, bloquer, bloquent, bloquant",18,bloqué,0.2778,Colère,1.0,-0.0,0
spacy,mécontentement,2,"mécontentement, mécontentements",18,mécontentement,0.8333,Colère,1.0,-0.0,0
spacy,dénoncer,3,"dénoncer, dénoncent, dénonçaient",18,dénoncer,0.4444,Colère,1.0,-0.0,0
spacy,oh,1,oh,18,oh,1.0,Surprise,0.5556,1.4628,0
spacy,victoire,1,victoire,17,victoire,1.0,Joie,0.8235,0.6723,0
spacy,premier,2,"première, premier",17,première,0.7647,Joie,0.3158,2.3598,1
spacy,argent,1,argent,17,argent,1.0,Colère,0.4706,2.2784,0
spacy,étonner,3,"étonné, étonne, étonnés",17,étonné,0.4118,Surprise,1.0,-0.0,0
spacy,petit,3,"petit, petite, petits",16,petit,0.5,Joie,0.5625,1.7947,0
spacy,monde,1,monde,16,monde,1.0,Joie,0.5625,1.7169,0
spacy,oeil,2,"yeux, oeil",16,yeux,0.625,Surprise,0.3125,2.4772,1
spacy,protestation,2,"protestation, protestations",16,protestation,0.5,Colère,1.0,-0.0,0
spacy,surpris,2,"surpris, surprises",16,surpris,0.6875,Surprise,1.0,-0.0,0
spacy,fier,2,"fier, fière",16,fier,0.5,Fierté,1.0,-0.0,0
spacy,réussir,2,"réussi, réussir",16,réussi,0.8125,Joie,0.2632,2.6498,1
spacy,génial,1,génial,16,génial,1.0,Joie,0.625,1.5016,0
spacy,arrêter,3,"arrêter, arrêté, arrête",16,arrêter,0.5625,Colère,0.5714,1.6005,0
spacy,quitter,3,"quitter, quitté, quittent",16,quitter,0.5625,Peur,0.75,0.8113,0
spacy,joie,1,joie,16,joie,1.0,Joie,1.0,-0.0,0
spacy,meilleur,2,"meilleur, meilleure",15,meilleur,0.6667,Fierté,0.5,1.2718,1
spacy,manifestent,1,manifestent,15,manifestent,1.0,Colère,1.0,-0.0,0
spacy,malheur,1,malheur,15,malheur,1.0,Tristesse,0.6667,0.9183,0
spacy,pute,1,pute,15,pute,1.0,Colère,0.6667,0.9183,0
spacy,manifesté,1,manifesté,15,manifesté,1.0,Colère,1.0,-0.0,0
spacy,horrible,2,"horrible, horribles",15,horrible,0.8,Peur,0.4667,1.2867,1
spacy,souffrir,2,"souffrir, souffrent",15,souffrir,0.8,Tristesse,0.95,0.2864,0
spacy,falloir,2,"faut, faudrait",15,faut,0.7333,Colère,0.2941,2.1334,2
spacy,terrible,1,terrible,15,terrible,1.0,Peur,0.4706,1.2639,1
spacy,bonheur,1,bonheur,14,bonheur,1.0,Joie,1.0,-0.0,0
spacy,choquante,1,choquantes,14,choquantes,1.0,Surprise,0.5,1.4926,0
spacy,mourir,3,"meurent, mourir, morts",14,meurent,0.5,Peur,0.4737,1.2448,1
spacy,risque,2,"risque, risques",14,risque,0.5,Peur,1.0,-0.0,0
spacy,critique,2,"critique, critiques",14,critique,0.5714,Colère,0.8571,0.5917,0
spacy,beau,1,beau,14,beau,1.0,Joie,0.6429,1.2871,0
spacy,perdre,3,"perdu, perdre, perdrait",13,perdu,0.5385,Tristesse,0.5,1.5744,1
spacy,sourire,2,"sourire, souriant",13,sourire,0.6923,Joie,0.8824,0.6402,0
spacy,parler,2,"parler, parle",13,parler,0.8462,Colère,0.5714,1.9502,0
spacy,conflit,2,"conflit, conflits",13,conflit,0.6923,Colère,0.9231,0.3912,0
spacy,crier,3,"crié, crient, crie",13,crié,0.6923,Peur,0.4211,2.3135,1
spacy,violent,4,"violentes, violents, violente, violent",13,violentes,0.4615,Peur,0.7692,0.9913,0
spacy,dangereux,1,dangereuse,13,dangereuse,1.0,Peur,1.0,-0.0,0
spacy,chance,1,chance,13,chance,1.0,Joie,0.5385,1.6692,0
spacy,aimer,3,"aimerais, aime, aimer",12,aimerais,0.3333,Tristesse,0.3158,2.3598,3
spacy,craindre,2,"craint, craindre",12,craint,0.6667,Peur,1.0,-0.0,0
spacy,mettre,2,"mettre, mis",12,mettre,0.5833,Colère,0.5,1.7806,1
spacy,pourtant,1,pourtant,12,pourtant,1.0,Surprise,0.8333,0.8167,0
spacy,merde,1,merde,12,merde,1.0,Colère,0.5714,0.9852,0
spacy,contre,1,contre,12,contre,1.0,Colère,0.6667,1.4183,0
spacy,refuser,2,"refuse, refusé",12,refuse,0.75,Colère,0.9375,0.3373,0
spacy,réclame,1,réclame,12,réclame,1.0,Colère,1.0,-0.0,0
spacy,fois,1,fois,12,fois,1.0,Joie,0.4167,1.65,0
spacy,rêve,1,rêve,12,rêve,1.0,Joie,0.6667,1.585,0
spacy,vivre,3,"vivent, vécue, vivre",12,vivent,0.3333,Tristesse,0.4167,2.2842,1
spacy,encore,1,encore,12,encore,1.0,Peur,0.25,2.4591,0
spacy,champion,2,"championne, champion",12,championne,0.6667,Fierté,0.5,1.2718,0
spacy,injuste,1,injuste,12,injuste,1.0,Colère,0.9286,0.3712,0
spacy,injustice,2,"injustice, injustices",12,injustice,0.5833,Colère,1.0,-0.0,0
spacy,grève,2,"grève, grèves",11,grève,0.5455,Colère,1.0,-0.0,0
spacy,inquiétude,2,"inquiétudes, inquiétude",11,inquiétudes,0.5455,Peur,1.0,-0.0,0
spacy,mere,1,mere,11,mere,1.0,Colère,0.9231,0.3912,0
spacy,panique,1,panique,11,panique,1.0,Peur,1.0,-0.0,0
spacy,merci,1,merci,11,merci,1.0,Joie,0.5455,1.3222,0
spacy,pauvre,2,"pauvres, pauvre",11,pauvres,0.5455,Tristesse,0.5455,1.4354,1
spacy,amusant,2,"amusant, amusante",11,amusant,0.7273,Joie,0.8462,0.6194,0
spacy,désaccord,1,désaccord,11,désaccord,1.0,Colère,0.9167,0.4138,0
spacy,deux,1,deux,11,deux,1.0,Joie,0.2727,2.2313,0
spacy,dangereuse,1,dangereuses,11,dangereuses,1.0,Peur,1.0,-0.0,0
spacy,ftg,1,ftg,11,ftg,1.0,Colère,1.0,-0.0,0
spacy,reprocher,1,reprochent,11,reprochent,1.0,Colère,1.0,-0.0,0
spacy,rue,2,"rue, rues",11,rue,0.6364,Colère,0.7273,1.0958,0
spacy,reproche,1,reproche,11,reproche,1.0,Colère,1.0,-0.0,0
spacy,bande,1,bande,11,bande,1.0,Colère,0.5455,0.994,0
spacy,trouver,2,"trouver, trouvé",11,trouver,0.5455,Peur,0.3571,2.4956,1
spacy,marrant,2,"marrant, marrantes",11,marrant,0.7273,Joie,0.9091,0.4395,0
spacy,attentat,1,attentats,11,attentats,1.0,Peur,0.6667,1.1887,0
spacy,malade,2,"malade, malades",10,malade,0.7,Peur,0.5,1.961,0
spacy,passer,2,"passe, passer",10,passe,0.5,Peur,0.4286,2.0202,1
spacy,travailler,1,travailler,10,travailler,1.0,Colère,0.8182,0.8659,0
spacy,tristesse,1,tristesse,10,tristesse,1.0,Tristesse,1.0,-0.0,0
spacy,chose,1,chose,10,chose,1.0,Colère,0.4545,1.9717,0
spacy,rendre,2,"rendre, rendu",10,rendre,0.5,Tristesse,0.5,1.6258,1
spacy,idée,1,idée,10,idée,1.0,Joie,0.5455,1.4354,0
spacy,incroyable,2,"incroyable, incroyables",10,incroyable,0.7,Surprise,0.9,0.469,0
spacy,super,1,super,10,super,1.0,Joie,0.5,1.4855,0
spacy,laisser,2,"laisser, laissez",10,laisser,0.8,Colère,0.6667,1.4183,0
spacy,croire,3,"croire, cru, croit",10,croire,0.5,Surprise,0.4615,1.892,2
spacy,frrrintek,1,frrrintek,10,frrrintek,1.0,Joie,0.5,1.761,0
spacy,route,1,routes,10,routes,1.0,Colère,1.0,-0.0,0
spacy,gens,1,gens,10,gens,1.0,Colère,0.6,1.2955,0
spacy,casser,1,casse,10,casse,1.0,Colère,0.7857,0.7496,0
spacy,dur,1,dur,10,dur,1.0,Tristesse,0.5833,1.5511,0
spacy,tendre,2,"tendues, tendue",10,tendues,0.6,Colère,0.8462,0.7732,0
spacy,danseur,3,"danseuse, danseurs, danseur",10,danseuse,0.4,Joie,0.5,1.961,1
spacy,cher,1,cher,10,cher,1.0,Colère,0.6364,1.4911,0
spacy,vraiment,1,vraiment,10,vraiment,1.0,Tristesse,0.4,2.3219,0
spacy,affronter,3,"affrontés, affrontent, affronter",9,affrontés,0.3333,Colère,0.9,0.469,0
spacy,aise,1,aise,9,aise,1.0,Embarras,0.5556,1.3516,0
spacy,porc,1,porc,9,porc,1.0,Dégoût,0.6667,1.2244,0
spacy,porter,2,"porter, porté",9,porter,0.5556,Colère,0.6,1.571,0
spacy,révolte,1,révolte,9,révolte,1.0,Colère,0.8889,0.5033,0
spacy,rire,3,"rit, riant, rire",9,rit,0.4444,Joie,0.9286,0.3712,0
spacy,douer,1,douée,9,douée,1.0,Joie,0.4,1.571,0
spacy,jour,2,"jour, jours",9,jour,0.5556,Joie,0.4444,2.281,0
spacy,silence,1,silence,9,silence,1.0,Tristesse,0.4444,2.0588,0
spacy,ferme,1,ferme,9,ferme,1.0,Colère,0.6667,1.4466,0
spacy,v,1,vs,9,vs,1.0,Colère,0.9,0.469,0
spacy,amus,1,amuse,9,amuse,1.0,Joie,1.0,-0.0,0
spacy,troupe,1,troupe,9,troupe,1.0,Joie,0.7778,0.7642,0
spacy,travail,1,travail,9,travail,1.0,Colère,0.4,1.8464,0
spacy,tension,1,tensions,9,tensions,1.0,Colère,1.0,-0.0,0
spacy,temps,1,temps,9,temps,1.0,Joie,0.3333,2.1133,0
spacy,normal,1,normal,9,normal,1.0,Embarras,0.2222,2.7255,0
spacy,mot,2,"mot, mots",9,mot,0.5556,Joie,0.4444,2.0588,0
spacy,dérange,1,dérange,9,dérange,1.0,Tristesse,0.8889,0.5033,0
spacy,sale,1,sale,9,sale,1.0,Dégoût,0.5556,0.9911,0
spacy,pourquoi,1,pourquoi,9,pourquoi,1.0,Colère,0.6667,1.2244,0
spacy,agression,2,"agressions, agression",8,agressions,0.625,Peur,0.375,1.5613,2
spacy,école,1,école,8,école,1.0,Peur,0.375,1.8113,0
spacy,amour,1,amour,8,amour,1.0,Joie,0.75,1.0613,0
spacy,étrange,1,étrange,8,étrange,1.0,Surprise,1.0,-0.0,0
spacy,jouer,2,"jouer, joué",8,jouer,0.625,Joie,0.3333,1.9749,1
spacy,traiter,1,traité,8,traité,1.0,Embarras,0.6667,0.9183,0
spacy,peine,1,peine,8,peine,1.0,Tristesse,0.4444,1.7527,1
spacy,récompense,1,récompense,8,récompense,1.0,Fierté,0.5,1.0,0
spacy,respecter,2,"respecter, respecté",8,respecter,0.625,Colère,0.7,1.1568,1
spacy,sûr,1,sûr,8,sûr,1.0,Joie,0.75,1.0613,0
spacy,contestation,1,contestation,8,contestation,1.0,Colère,1.0,-0.0,0
spacy,peu,1,peu,8,peu,1.0,Colère,0.375,1.9056,0
spacy,pile,1,piles,8,piles,1.0,Peur,0.4,1.5219,0
spacy,surprenant,2,"surprenant, surprenante",8,surprenant,0.5,Surprise,1.0,-0.0,0
spacy,violer,1,violent,8,violent,1.0,Peur,0.7778,0.9864,0
spacy,pays,1,pays,8,pays,1.0,Peur,0.375,2.1556,0
spacy,plainte,1,plainte,8,plainte,1.0,Colère,1.0,-0.0,0
spacy,vite,1,vite,8,vite,1.0,Embarras,0.25,2.25,0
spacy,mieux,1,mieux,8,mieux,1.0,Fierté,0.375,1.8113,0
spacy,star,1,star,8,star,1.0,Admiration,0.5,1.75,0
spacy,hont,1,honte,8,honte,1.0,Embarras,1.0,-0.0,0
spacy,nouveau,2,"nouvelle, nouveau",8,nouvelle,0.625,Joie,0.8,0.9219,0
spacy,problème,2,"problèmes, problème",8,problèmes,0.75,Colère,0.625,0.9544,0
spacy,noir,2,"noir, noire",8,noir,0.625,Colère,0.2,2.5219,1
spacy,mécontent,1,mécontents,8,mécontents,1.0,Colère,1.0,-0.0,0
spacy,refuge,1,refuge,8,refuge,1.0,Peur,1.0,-0.0,0
spacy,regretter,1,regrette,8,regrette,1.0,Tristesse,0.875,0.5436,0
spacy,main,2,"mains, main",8,mains,0.625,Joie,0.5,1.75,0
spacy,effrayer,2,"effrayé, effrayant",8,effrayé,0.625,Peur,1.0,-0.0,0
spacy,confiance,1,confiance,7,confiance,1.0,Joie,0.2857,2.2359,0
spacy,con,1,con,7,con,1.0,Colère,0.8889,0.5033,0
spacy,agresser,2,"agressés, agressées",7,agressés,0.5714,Colère,0.375,1.5613,2
spacy,paul,1,paul,7,paul,1.0,Colère,0.7143,0.8631,0
spacy,plaisante,1,plaisante,7,plaisante,1.0,Joie,1.0,-0.0,0
spacy,occasion,1,occasion,7,occasion,1.0,Joie,0.4286,1.8424,0
spacy,air,1,air,7,air,1.0,Joie,0.4286,1.8424,0
spacy,dormir,1,dormir,7,dormir,1.0,Peur,0.5,1.0,1
spacy,julien,1,julien,7,julien,1.0,Colère,0.7143,1.1488,0
spacy,marre,1,marre,7,marre,1.0,Colère,1.0,-0.0,0
spacy,larme,1,larmes,7,larmes,1.0,Tristesse,0.8571,0.5917,0
spacy,tranquille,1,tranquille,7,tranquille,1.0,Colère,0.875,0.5436,0
spacy,malheureusement,1,malheureusement,7,malheureusement,1.0,Tristesse,1.0,-0.0,0
spacy,arrete,1,arrete,7,arrete,1.0,Colère,1.0,-0.0,0
spacy,new,2,"new, news",7,new,0.7143,Joie,0.5714,1.3788,1
spacy,enfant,1,enfants,7,enfants,1.0,Joie,0.5,1.0,1
spacy,menace,1,menaces,7,menaces,1.0,Peur,0.8571,0.5917,0
spacy,merveilleux,1,merveilleux,7,merveilleux,1.0,Admiration,0.7143,1.1488,0
spacy,arriver,2,"arrive, arrivent",7,arrive,0.5714,Surprise,0.4,2.0464,1
spacy,terroriste,1,terroristes,7,terroristes,1.0,Colère,0.4286,1.4488,0
spacy,cp,1,cp,7,cp,1.0,Colère,0.2857,1.9502,0
spacy,cool,1,cool,7,cool,1.0,Admiration,0.5714,1.3788,0
spacy,beaucoup,1,beaucoup,7,beaucoup,1.0,Colère,0.2857,2.2359,0
spacy,hasard,1,hasard,7,hasard,1.0,Surprise,1.0,-0.0,0
spacy,descendre,2,"descendus, descendues",7,descendus,0.5714,Colère,0.7,0.8813,0
spacy,demande,1,demande,7,demande,1.0,Colère,0.2857,1.9502,0
spacy,stop,1,stop,7,stop,1.0,Colère,0.8571,0.5917,0
spacy,insolite,2,"insolite, insolites",7,insolite,0.5714,Surprise,1.0,-0.0,0
spacy,spectaculaire,1,spectaculaire,7,spectaculaire,1.0,Admiration,0.5714,0.9852,0
spacy,soupire,1,soupire,7,soupire,1.0,Tristesse,0.5714,1.6645,0
spacy,honneur,1,honneur,7,honneur,1.0,Admiration,0.375,1.8113,1
spacy,fierter,1,fierté,7,fierté,1.0,Fierté,1.0,-0.0,0
spacy,réfugier,1,réfugier,7,réfugier,1.0,Peur,0.8,0.9219,0
spacy,ca,1,ca,7,ca,1.0,Colère,0.7143,1.1488,0
spacy,an,1,ans,7,ans,1.0,Colère,0.2857,2.2359,0
spacy,venger,1,venger,7,venger,1.0,Colère,0.7143,0.8631,0
spacy,plaindre,2,"plaignent, plaint",6,plaignent,0.5,Colère,0.5556,1.6577,0
spacy,venir,1,venir,6,venir,1.0,Colère,0.3,2.371,0
spacy,voler,2,"volé, voler",6,volé,0.5,Colère,0.375,2.4056,0
spacy,ailey,1,ailey,6,ailey,1.0,Joie,0.6667,0.9183,0
spacy,dictature,1,dictature,6,dictature,1.0,Peur,0.6667,1.2516,0
spacy,héros,1,héros,6,héros,1.0,Admiration,0.8333,0.65,0
spacy,histoire,1,histoire,6,histoire,1.0,Fierté,0.2857,1.9502,0
spacy,famille,1,famille,6,famille,1.0,Joie,0.5,1.5,0
spacy,souvenir,1,souvenir,6,souvenir,1.0,Joie,0.75,0.8113,0
spacy,hausse,1,hausse,6,hausse,1.0,Colère,0.8333,0.65,0
spacy,inégalité,1,inégalités,6,inégalités,1.0,Colère,1.0,-0.0,0
spacy,hors,1,hors,6,hors,1.0,Surprise,1.0,-0.0,0
spacy,gouine,1,gouine,6,gouine,1.0,Colère,0.5,1.0,0
spacy,gagne,1,gagne,6,gagne,1.0,Fierté,0.5,1.0,0
spacy,blague,2,"blagues, blague",6,blagues,0.8333,Joie,1.0,-0.0,1
spacy,recevoir,1,reçu,6,reçu,1.0,Fierté,0.375,1.8113,0
spacy,suffire,1,suffit,6,suffit,1.0,Colère,0.75,0.8113,0
spacy,subir,2,"subissent, subir",6,subissent,0.5,Tristesse,0.8571,0.5917,0
spacy,danse,1,danse,6,danse,1.0,Joie,1.0,-0.0,0
spacy,danser,2,"dansé, danser",6,dansé,0.5,Joie,0.75,1.0613,0
spacy,puissant,2,"puissante, puissants",6,puissante,0.5,Peur,0.6667,0.9183,0
spacy,savoir,2,"savoir, sais",6,savoir,0.8333,Colère,0.7,1.3568,0
spacy,sentir,2,"sent, senti",6,sent,0.5,Joie,0.4444,2.0588,1
spacy,prestigieux,2,"prestigieux, prestigieuse",6,prestigieux,0.5,Admiration,0.6667,1.2516,0
spacy,maison,1,maison,6,maison,1.0,Peur,0.5,1.75,0
spacy,avant,1,avant,6,avant,1.0,Surprise,0.3333,2.2516,0
spacy,attendre,2,"attendait, attendre",6,attendait,0.5,Surprise,0.5,1.6855,1
spacy,enfermer,2,"enfermés, enfermer",6,enfermés,0.5,Tristesse,0.4286,1.5567,1
spacy,persécuté,1,persécutés,6,persécutés,1.0,Peur,0.7143,1.1488,0
spacy,énorme,1,énorme,6,énorme,1.0,Admiration,0.4286,1.8424,0
spacy,sécheresse,1,sécheresse,6,sécheresse,1.0,Peur,1.0,-0.0,0
spacy,déçue,1,déçue,6,déçue,1.0,Tristesse,1.0,-0.0,0
spacy,effondrer,3,"effondrer, effondrés, effondrée",6,effondrer,0.5,Peur,0.7143,0.8631,0
spacy,médaill,1,médaille,6,médaille,1.0,Fierté,0.5,1.0,0
spacy,voix,1,voix,6,voix,1.0,Peur,0.5,1.7925,0
spacy,alvin,1,alvin,6,alvin,1.0,Joie,0.6667,0.9183,0
spacy,crasseuse,1,crasseuse,6,crasseuse,1.0,Dégoût,0.6667,0.9183,0
spacy,couille,1,couilles,6,couilles,1.0,Colère,0.8333,0.65,0
spacy,laisse,1,laisse,6,laisse,1.0,Colère,0.6667,0.9183,0
spacy,grèv,1,grève,5,grève,1.0,Colère,1.0,-0.0,0
spacy,jaloux,1,jaloux,5,jaloux,1.0,Jalousie,1.0,-0.0,0
spacy,redoute,1,redoute,5,redoute,1.0,Peur,1.0,-0.0,0
spacy,immense,1,immense,5,immense,1.0,Peur,0.4,1.9219,0
spacy,gueul,1,gueule,5,gueule,1.0,Colère,1.0,-0.0,0
spacy,harcèlemer,1,harcèlement,5,harcèlement,1.0,Peur,0.6,1.371,0
spacy,sexuel,1,sexuelles,5,sexuelles,1.0,Peur,0.5,1.4591,0
spacy,empêcher,1,empêcher,5,empêcher,1.0,Peur,0.375,1.9056,1
spacy,moquer,1,moquer,5,moquer,1.0,Embarras,0.6667,1.2516,0
spacy,niqu,1,nique,5,nique,1.0,Colère,1.0,-0.0,0
spacy,méfiance,1,méfiance,5,méfiance,1.0,Peur,1.0,-0.0,0
spacy,excuse,2,"excuses, excuse",5,excuses,0.6,Culpabilité,0.6,0.971,1
spacy,effrayant,1,effrayants,5,effrayants,1.0,Peur,1.0,-0.0,0
spacy,croit,1,croit,5,croit,1.0,Colère,0.4,1.5219,0
spacy,célébrer,1,célébrer,5,célébrer,1.0,Joie,1.0,-0.0,0
spacy,corruption,1,corruption,5,corruption,1.0,Colère,1.0,-0.0,0
spacy,célébré,1,célébré,5,célébré,1.0,Joie,0.8,0.7219,0
spacy,blagu,1,blague,5,blague,1.0,Colère,0.6,1.371,0
spacy,ravir,1,ravie,5,ravie,1.0,Joie,1.0,-0.0,0
spacy,rage,1,rage,5,rage,1.0,Peur,0.6,1.371,0
spacy,appeler,1,appelé,5,appelé,1.0,Colère,1.0,-0.0,0
spacy,york,1,york,5,york,1.0,Joie,0.8,0.7219,0
spacy,pardon,1,pardon,5,pardon,1.0,Tristesse,0.4,1.9219,0
spacy,parent,1,parents,5,parents,1.0,Joie,0.4,1.5219,0
spacy,faute,1,faute,5,faute,1.0,Colère,0.5,1.0,1
spacy,fort,1,fort,5,fort,1.0,Colère,0.375,2.1556,1
spacy,ailleurs,1,ailleurs,5,ailleurs,1.0,Colère,0.4,1.5219,0
spacy,ah,1,ah,5,ah,1.0,Surprise,0.8,0.7219,0
spacy,fâché,1,fâchés,5,fâchés,1.0,Colère,1.0,-0.0,0
spacy,fêter,1,fêter,5,fêter,1.0,Joie,0.6,0.971,0
spacy,bravo,1,bravo,5,bravo,1.0,Fierté,0.6,1.371,0
spacy,famine,1,famine,5,famine,1.0,Peur,0.6667,0.9183,0
spacy,réjouir,1,réjouit,5,réjouit,1.0,Joie,1.0,-0.0,0
spacy,fuite,1,fuite,5,fuite,1.0,Peur,1.0,-0.0,0
spacy,cacher,1,cacher,5,cacher,1.0,Peur,0.7273,0.8454,1
spacy,repas,1,repas,5,repas,1.0,Joie,0.8,0.7219,0
spacy,impos,1,impose,5,impose,1.0,Colère,0.4,1.5219,0
spacy,brice,1,brice,5,brice,1.0,Colère,1.0,-0.0,0
spacy,renvoyer,1,renvoyé,5,renvoyé,1.0,Peur,0.5,1.4056,1
spacy,anglais,1,anglais,5,anglais,1.0,Tristesse,0.6,0.971,0
spacy,vrai,1,vrai,5,vrai,1.0,Admiration,0.2,2.3219,0
spacy,parle,1,parle,5,parle,1.0,Colère,0.5,1.7925,0
spacy,unique,1,unique,5,unique,1.0,Fierté,0.4,1.9219,0
spacy,échapper,1,échapper,5,échapper,1.0,Peur,0.8333,0.65,0
spacy,émerveiller,1,émerveillée,5,émerveillée,1.0,Admiration,0.5,1.4591,0
